way_id,highway,name,oneway,maxspeed_raw,refs
1487528146,service,,,,13637469037|10878501999
1487528147,tertiary,Anant Kanekar Marg,yes,,10878502001|1375251436|1375251438
1487528148,service,,,,1645906582|10878502001
1487529191,residential,,,,13637448387|13637448379|13637448380|13637448389|13637448381|13637448382|13637448383|13637448384
1487529192,residential,,,,13637448386|13637448387
1487529193,residential,,,,13637448376|13637448389
1487529381,service,,,,13637479289|13637479292|13637479290
1487529382,service,,,,13637479293|13637479295|13637479294
1487531199,service,,,,13637495903|13637495904|13637495908|13637495905|13637495906|13637495907
1487533253,service,,,,13637487373|13637487387|13637487385|13637487374|13637487375|13637487376|13637487377|13637487378|13637487379|13637487380|13637487381|13637487382|13637487384|13637487386|13637487383
1487533254,service,,,,13637487384|13637487385
1487535823,residential,,,,13637495910|13637495913|13637495911
1487535824,residential,,,,13637495910|13637495912
1487535825,residential,,,,13637495909|13637495910
1487535826,residential,,,,13637495913|13637495915|13637495914
1487535844,residential,,,,11066797220|13637484480
1487535845,residential,,,,13637484482|11066797222
1487535846,residential,,,,13637484483|13637484484
1487535848,residential,,,,13637484476|13637484486|13637484487|13637484488|13637484489|13637484490|13637484491
1487535849,residential,,,,10921063962|13637484492|13637484491
1487537975,residential,,,,13637492885|13637492887
1487537976,residential,,,,11052195971|13637492888
1487538182,residential,,,,13637529043|13637529044|13637529051|13637529045|13637529046|13637529047
1487538183,residential,,,,13637529046|13637529048|13637529049|13637529050
1487540156,residential,,,,13637543627|13637543634|13637543628|13637543629|13637543639|13637543640|13637543641
1487540157,residential,,,,13637543628|13637543630|13637543631|13637543632|13637543636|13637543637|13637543638|13637543635|13637543633
1487543763,service,,,,13637568643|13637568645|13637568644
1487544244,residential,,,,13637554144|13637554161|13637554154|13637554145|13637554155|13637554146|13637554147|13637554148|13637554149|13637554150|13637554151|13637554152|13637554153|13637554154
1487544245,residential,,,,13637554155|13637554156|13637554157|13637554158|13637554159|13637554160
1487545227,residential,,,,245665426|13637567895|13637567896|13637567897|13637567898|13637567899
1487545228,residential,,,,13637567900|13637582201|13637582202|13637582203|13637582204|13637582205|13637582206|13637582207|13637582209|13637582210|13637582211|13637582208|245665426
1487545664,service,,,,12299125390|13637566919
1487545742,residential,,,,13637566923|13637566925|13637566924
1487545922,residential,,,,13637582609|13637582610
1487547384,living_street,,,,13637598414|13637598413|13637598412|13637598411|13637598424|13637598408|13637598409|13637598410
1487547385,living_street,,,,13637598408|13637598415
1487547582,residential,,,,13637587999|13637601301|13637601302|13637601303|13637601305|13637601304|13637601307|13637601308|13637601309|13637601310|13637601311|13637601312|13637601313|13637587996
1487547583,residential,,,,13637601305|13637601306
1487548417,service,,,,13637566950|13637566959|13637566951|13637566952|13637566953|13637566954|13637566955|13637566956|13637566958|13637566960|13637566957
1487548418,service,,,,13637566951|13637566958
1487552348,residential,,,,13456005110|13637620630|13637620629
1487553693,residential,,,,13637644016|13637644022|13637644024|13637644017|13637644018|13637644019|13637620629|13637644023|13637644021|13645359031|2244637470
1487553694,residential,,,,13637644023|13637644024
1487555028,residential,,,,13457493334|13457493335|13637642772
1487557652,service,,,,13637660188|13637660189|13637660199|13637660190|13637660191|13637660192|13637680705|13637660193|13637660194|13637660195
1487557653,service,,,,13637660196|13637660200|13637660198|13637660197|13637680701|13637680702|13637680703|13637680704|13637680705
1487557654,service,,,,13637660198|13637660199
1487564015,residential,,,,13637642787|13637642800|13637642788|13637642789|13637642790|13637642791|13637642792|13637642793|13637642794|13637642795|13637642796|13637642797|13637642798|13637642799
1487567792,residential,,,,3803645192|13637727452|13637727453|13637727454|13637727455|13637727456|13637727457|13637727458|13637727461
1487567793,residential,,,,3803643843|13637727462|13637727463|13637727464|13637727465|13637727466|13637727467
1487569099,service,,,,13637753930|13637753933|13637753905|13637753906|13637753907|13637753908|13637753909|13637753910|13637753911|13637753923|13637753912|13637753913
1487569100,service,,,,13637753907|13637753934|13637753914
1487569101,service,,,,6491887952|13637753915|13637753916
1487569102,service,,,,6491887949|13637753921
1487569103,service,,,,6491887948|13637753922
1487569104,service,,,,13637753923|13637753925|13637753924
1487569105,service,,,,13637753930|13637753932|13637753931
1487570492,residential,,,,13637686000|13637765001|13637765002|13637765003|13637765004|13637765005|13637765006|13637765009|13637765007
1487570493,residential,,,,13637765008|13637765009
1487571410,residential,,,,3803783552|13637766424
1487571411,residential,,,,13637766425|13637766426
1487572073,residential,,,,13637772623|13637772622|13637772621
1487572074,residential,,,,13637772620|13637772623
1487574591,residential,,,,13637776053|13637776054|13637776055|13637776056|13637776057|13637776058
1487577342,service,,,,13637829262|13637829263
1487578569,residential,,,,10880826062|13637825949|13637825948
1487578570,residential,,,,13637825950|13637825956|13637825951|13637825952|13637825953|13637825954|13637825955
1487591403,residential,,,,13637913098|13637913099|13637913100|13637945301|13637945302
1487591404,residential,,,,13637945301|13637945303
1487592434,residential,,,,13637949627|13637949628|13637949629|13637949630|13637949631|13637949632|13637949634|9931191130
1487592435,residential,,,,13637949632|13637949633
1487592436,residential,,,,13637949634|13637949635
1487592437,residential,,,,13637949636|13637949637
1487592438,residential,,,,13637949638|13637949639
1487592439,residential,,,,5545308495|13637949640
1487592440,residential,,,,13637949638|13637949651
1487592441,residential,,,,13637949636|13637949648|13637949649|13637949650|13644505946|13644505947|13637949651
1487592442,residential,,,,13637949652|13637949653
1487592698,residential,,,,13637939486|13637939499|13637939492|13637939487
1487592699,residential,,,,2242610328|13637939500|13637939498|13637939491|13637939488|13637939489|13637939490
1487592700,residential,,,,13637939491|13637939492
1487593686,residential,,,,13637943479|13637943492|13637943490|13637943480|13637943481|13637943482|13637943483|13637943484|13637943485|13637943491|13637943486|13637943487|13637943488|13637943489|13637943490
1487593687,residential,,,,13637943491|13637943493|245667236
1487594335,residential,,,,13637961317|13637961318|13637961323|13637961319|13637961320|13637961321|13637961322
1487594336,residential,,,,13637961323|13637961324
1487596856,residential,,,,13637963092|13637963091|13637963090|13637963089|13637963088|13637963087|13637963080|13637963093|13637963081|13637963082|13637963083|13637963097|13637963084|13637963085|13637963086
1487596857,residential,,,,13637963093|13637963092|13637963094|13637963095|13637963096
1487596858,residential,,,,13637963092|13637963097
1487597329,residential,,,,13637993604|13637993605
1487597330,residential,,,,2242610342|2242610346|2242610347
1487597331,residential,,,,2242610379|13637993609
1487598280,residential,,,,13638000947|13638000951|13638000948|13638000949|13638000950
1487600114,service,,,,13638017085|13638017086|245666862
1487600115,service,,,,13638017091|13638019206|13638017090|13638017089|13638017087|13638017092|13638017088|13638017094|13638017095|13638017096|13638019201|13638017097|13638017098|13638017100|13638017099
1487600116,service,,,,13638017092|13638019207|13638017093
1487600117,service,,,,13638017098|13638019202|13638019203|13638019204|13638019205
1487600886,residential,,,,13638003055|13638003061|13638003056|13638003057
1487600887,residential,,,,13638003058|13638003059|13638003060
1487602044,residential,,,,13638034903|13638034907|13638034909|13638034904|13638034905|13638034908|13638034906
1487602045,service,,,,13638034909|13638034910
1487603460,residential,,,,13638011761|13638011768|13638011766|13638011762|13638011763|13638011764|13638011765|13638011767|13638011769|7370879829
1487603461,residential,,,,13638011766|13638011767
1487606689,service,,,,13638053997|13638053999|13638053998
1487607630,residential,,,,13638081801|13638081815|13638081814|13638081805|13638081811|13638081803|13638081813|13638081802
1487607631,residential,,,,13638081803|13638081804
1487607632,residential,,,,13638081805|13638081806
1487607633,residential,,,,13638081801|13638081808|13638081807
1487607634,residential,,,,13638081809|13638081805
1487607635,residential,,,,13638081810|13638081811
1487607636,residential,,,,13638081812|13638081813
1487607637,residential,,,,13638081816|13638081817
1487607638,residential,,,,13638081818|13638081819
1487607639,residential,,,,13638081820|13638081821
1487608038,service,,,,13638084732|13638084738|13638084733|13638084734|13638084735
1487608039,service,,,,13638084736|13638084739|13638084737
1487609160,residential,,,,13638096768|13638096777|13638096772|13638096769|13638096770|13638096771|13638096775|13638096776
1487609161,residential,,,,13638096772|13638096778|13638096773
1487620070,residential,,,,13638176116|13638176121|13638176117|13638176118|13638176119|13638176122|13638176120
1487631780,residential,,,,13638257006|13638257008|13638257007
1487631781,residential,,,,13638257009|13638257011|13638257010
1487631782,residential,,,,969803864|13638257014|13638257013
1487646154,residential,,,,13638250619|13638250629|13638250627|13638250620|13638250621|13638250622|13638250623|13638250624|13638250625|13638250626
1487646155,residential,,,,13638250627|13638250628
1487646837,residential,,,,969803864|13638294896|13638294897
1487648583,residential,,,,13638265004|13638265012|13638265005|13638265006|13638265007|13638265008|13638265009|13638265010
1487653512,residential,,,,13637492886|13638377686
1487667095,residential,,,,13638419024|13638419032|13638419031|13638419033|13638419025|13638419026|13638419027|13638419028|13638419029|13638419030|13638419031
1487667096,residential,,,,13638419033|13638419034|13638419035|13638419036|13638419037
1487678948,service,,,,11050925922|13638520330|13638520329
1487678949,service,,,,11050925922|11050925923
1487678950,service,,,,11050925922|13638520333
1487681736,residential,,,,13638535652|13638535654|13638535653
1487681737,residential,,,,13638535654|13638535655
1487681738,residential,,,,13638535656|2439333822|13638535657|13638535687|10696472348
1487681739,residential,,,,10696472305|13638535665|13638535658|13638535659|13638535660|13638535661|13638535662|13638535663|13638535664|10294725028
1487681740,residential,,,,13638535668|13638535666
1487681741,residential,,,,13638535665|13638535669|13638535667
1487681742,residential,,,,13638535667|13638535668
1487681743,residential,,,,13638535670|13638535671|13638535672
1487681744,residential,,,,13638535672|13638535673
1487681745,residential,,,,13638535673|13638535674
1487681746,residential,,,,13638535675|13638535676|13638535677
1487681747,residential,,,,13638535677|13638535678
1487681748,residential,,,,13638535678|13638535679
1487681749,residential,,,,13638535681|13638535682
1487681750,residential,,,,245666482|13638546110|13638535682|13638546139|10294725029
1487681751,residential,,,,13638535683|13638535684
1487681752,residential,,,,13638535682|13638535688|13638535689|13638535690|13638535691|13638535692|13638535693|13638535694|13638535695|8443491309
1487681753,residential,,,,13638535697|13638535698|13638535699|13638535700|13638546101|13638546102|13638546103|13638546104|13638546105|13638546106|13638546107|13638546108|13638546109|13638535697
1487681754,residential,,,,13638546109|13638546110
1487681755,residential,,,,13638546111|13638546112
1487681756,residential,,,,13638546113|13638546114|13638546115|13638546116|13638546117|13638546118|13638546119|13638546120|13638546121|13638546122|13638546123|13638546124|13638546111|13638546113
1487681757,residential,,,,13638546125|13638546126
1487681758,residential,,,,13638546127|13638546128|13638546129|13638546130|13638546131|13638546132|13638546133|13638546134|13638546135|13638546136|13638546137|13638546138|13638546125|13638546127
1487683656,service,,,,13638530335|13638530344|13638530336|13638530337|13638530338|13638530339|13638530340|13638530341
1487683657,service,,,,13638530342|13638530343|13638530336
1487683658,service,,,,13638530344|13638530346|13638530345
1487683659,service,,,,13638530347|13638530349|13638530348
1487717009,residential,,,,13638891984|13638891985|13638891986|13638891987|13638891988|13638891989|13638891990|13638894710|13638894708|13638891991|13638891992|13638891993|13638891994|13638891995|13638891996|13638891997|13638891998|13638892000|13638894702|13638891984|13638894701|13638891999
1487717010,residential,,,,13638894702|13638894703|13638894704|13638894705|13638894706
1487717011,residential,,,,13638894707|13638894712|13638894708
1487717012,residential,,,,13638894709|13638894711|13638894710
1487717013,residential,,,,13638894713|13638894714|13638894715
1487719520,service,,,,13638909496|13638916311|13638916306|13638909497|13638909498|13638909499|13638909500|13638916301|13638916302|13638916303|13638916305|13638916310|13638916304
1487719521,service,,,,13638916305|13638916307|13638916306
1487719522,service,,,,13638916307|13638916309|13638916308
1487721089,residential,,,,13638877753|13638877754
1487723290,residential,,,,13638954189|13638954200|13638954190|13638954191|13638954192|13638954193|13638954194|13638954195|13638954196|13638954197|13638954199|13638954198
1487723291,residential,,,,13638954501|13638954503|13638954502
1487726547,service,,,,6430679713|13638950364|13638950365|13638950366|13638950367|13638950368|13638950369|13638950370|13638950371|13638950372|13638950373|13638950374|13638950375|13638950376|13638950377|13638950378|13638950379|13638950380|13638950383|13638950381|9379801899
1487726548,service,,,,13638950382|13638950383
1487734116,residential,,,,13639045521|13639045537|13639045522|13639045523|13639045524|13639045525|13639045526|13639045527|13639045528|13639045536|13639045535
1487734118,residential,,,,1375264924|13639045549|13639045548|13639045538|13639045539|13639045540|13639045541|13639045542|13639045543|13639045544|13639045545|13639045546|13639045547|13639045548
1487743654,service,,,,13639120420|13639120421|13639120422|13639120423|13639120425|13639120430|13639120424
1487743655,service,,,,13639120425|13639120428|13639120429|13639120426
1487743656,service,,,,13639120427|13639120428
1487744354,residential,,,,13639121631|13639121642|13639121639|13639121632|13639121633|13639121634|13639121635|13639121636|13639121637|13639121640|13639121641|13639121638
1487744355,residential,,,,13639121639|13639121640
1487753807,secondary_link,,,,13639180050|13639180051
1487843155,residential,,,,245665923|13639943013|13639943014
1487843470,tertiary_link,,,,13639940586|13639940587
1487848806,residential,,,,13639959260|13639959262|13639959261
1487854658,residential,,,,13640005674|13640005676|13640005675
1487854948,residential,,,,13633430046|13640035102|3803645414
1487874661,residential,,,,13640016186|13640016197|13640016187|13640016188|13640016189|13640016190|13640016191|13640016192|13640016193|13640016194|13640016195|13640016198|13640016196
1487879379,residential,,,,13640171120|13640171129|13640171121|13640171122|13640171123|13640171124|13640171125|13640171126
1487879380,residential,,,,13640171127|13640171131|13640171130|13640171128
1487879381,residential,,,,13640171131|13640171132
1487879502,service,,,,13640151123|13640171140|13640171133|10923952344|10216903166
1487881019,service,,,,13640171133|13640171138|13640171134|13640171135|13640171136
1487881020,service,,,,13640171137|13640171139|13640171138
1487883517,residential,,,,13640179945|13640179947|13640179946
1487883953,residential,,,,13640185779|13640185787|13640185780|13640185781|13640185782|13640185783|13640185784|13640185785|13640185786|13640185780
1487888837,residential,,,,6430631227|13640231659|13640231650|13640231651|13640231652|13640231653|13640231654|13640231656|13640231660|13640231655
1487888838,residential,,,,13640231656|13640231657|13640231658|13640231650
1487890231,residential,,,,13640223388|13640223393|13640223389|13640223387|13640223386|13640223385|13640223384|13640223383|13640223382|13640223381|13640223374|13640223375|13640223376|13640223377|13640223379|13640223391|13640223378
1487890232,residential,,,,13640223379|13640223390|13640223392|13640223380
1487891861,residential,,,,7239167371|13640283906|13640216594|13640216595|13640216596|13640216597|13640216598|13640216599|13640216600|13640283901|13640283902|13640283903|13640283904|13640283908|13640283910|13640283905|13640216594
1487891862,residential,,,,13640283907|13640283909|13640283908
1487894659,residential,,,,13640300710|13640300722|13640300721|13640300711|13640300712|13640300713|13640300714|13640300715|13640300716|13640300717|13640300718|13640300719|13640300720|13640300721
1487894660,residential,,,,13640300726|13640300727|13640300728|13640300729|13640300730|13640300736|13640300731|13640300735|13640300748|13640300732
1487894661,residential,,,,13640300731|13640300737|13640300738|13640300747|13640300739|13640300740|13640300741|13640300742|13640300743|13640300744|13640300745|13640300746|13640300735
1487904787,residential,,,,13640266466|13640266474|13640266467|13640266468|13640266469|13640266470|13640266471|13640266472|13640266473
1487906324,service,,,,13640298414|13640298411
1487906325,service,,,,13640298412|13640298411|13640298413
1487907417,residential,,,,10098735777|13640334538|13640334533|13640334534|13640334541|13640334539|13640334535|13640334536|13640334537|296864891
1487907418,residential,,,,13640334539|13640334543|13640332923
1487907419,residential,,,,13640334541|13640334544|13640314108
1487907777,residential,,,,13640332921|13640332926|13640332922
1487907778,residential,,,,13640332923|13645359032|13640332925|13640332924
1487908263,secondary,New Nagardas Road,yes,,3382260239|3878413348|245673352|10098735779|13640332921
1487908264,secondary,New Nagardas Road,yes,,13640332921|10098735777|13640314108|13640332923|296864891
1487910216,residential,,,,13640360816|13640360817
1487910217,residential,,,,13640360826|6926138465
1487910218,residential,,,,13640360827|13640360828
1487910219,residential,,,,13640360829|13640360835|13640360832|13640360830|245666445
1487910220,residential,,,,13640360830|13640360831
1487910221,residential,,,,13640360832|13640360833
1487910222,residential,,,,13640360834|13640360835
1487911505,residential,,,,13640372453|13640372459|13640372454
1487911506,residential,,,,13640372455|13640372456
1487911507,residential,,,,13640372461|13640372462|13640372463|13640372464|13640372465
1487911508,residential,,,,13640372466|13640372467
1487913250,service,Kalanagar Road,,,245665146|245665075|13640372660
1487913251,service,,,,13640372661|13640372662
1487913267,residential,,,,13640387010|13640387019|13640387017|13640387011
1487913268,residential,,,,13640387012|13640387018|13640387016|13640387013|13640387014|13640387015
1487913269,residential,,,,13640387016|13640387017
1487915480,residential,,,,13640361181|13640361182
1487915481,residential,Eden Woods Rd,yes,,6615635608|8441358525|13640399161|13640361200
1487915482,residential,,,,13640361196|13640361197|13640361198|13640361199|13640361182
1487915483,residential,,,,13640361200|13640399101|13640399102|13640399103
1487915484,residential,,,,13640399105|13640399106|13640399107|13640399108|13640399111|13640399109
1487915485,residential,,,,13640399110|13640399111
1487915486,residential,,,,13640399110|13640399112|13640399113|13640399114|13640399115|13640399116|13640399117|13640399108
1487915487,residential,,,,13640399118|13640399119|13640399120|13640399121|13640399122|13640399123|13640399124|13640399125|13640399119
1487915488,residential,,,,6615908158|13640399126|13640399127|13640399128|13640399129|13640399130|13640399131|13640399132|13640399133|13640399134|13640399135|13640399136|13640399137|13640399138|13640399139|13640399140
1487915489,residential,,,,13640399131|13640399141|13640399142|13640399143|13640399144|13640399145|13640399146|13640399147|13640399148|13640399149|13640399150|13640399151|13640399152|13640399153|13640399154|13640399155|13640399156|13640399157|13640399158|13640399159
1487915490,residential,Eden Woods Rd,,,13640361200|6615908171
1487915491,residential,,yes,,13640361200|13640399162|13640399163|6615635608
1487915600,residential,,,,13638084951|13640331499|13640331497|13640331496|13640331494|13640331495
1487915601,residential,,,,13640331497|13640331498
1487916553,residential,,,,13640402337|13640402341|13640402338
1487916554,residential,,,,13640402339|13640402342|13640402340
1487919518,residential,,yes,,13640435278|13640435280|13640435279
1487919519,residential,,yes,,8549716730|10956925591|8549716729
1487929531,residential,,,,8566832795|13640425054|13640425053
1487929532,residential,,yes,,13640425055|13640425057|13640425056
1487929533,residential,,,,13640425058|13640425060|13640425059
1487929534,residential,,no,,13640425061|13640425062|13640425063|13640425064|13640425065
1487929535,residential,,,,13640425063|13640425066
1487929536,residential,,,,13640425067|13640425069|13640425068
1487929537,residential,,,,13640425070|13640425071|13640425076|13644289355|13640425072|13640425073|13640425074|13640425077|13640425075
1487929538,residential,,,,13619383305|13640425079|13640425078
1487936459,residential,,,,13640504456|13640504481|13640504457|13640504458|13640504459|13640504460|13640504461|13640504462|13640504463|13640504464|13640504465|13640504466|13640504467|13640504468|13640504469|13640504470|13640504471|13640504472|13640504473|13640504480|13640504474
1487936460,residential,,,,13640504467|13640504475|13640504476|13640504478
1487937572,residential,,,,13640484866|13640484875|13640484873|13640484867|13640484868|13640484869|13640484870|13640484872|13640484874|13640484871
1487937573,residential,,,,13640484872|13640484873
1487938199,residential,,,,13640484871|13640528907|13640528905|13640528901|13640528902|13640528903|13640528904|13640528906|13640528908|13640484866
1487938200,residential,,,,13640528905|13640528909|13640528906
1487938201,residential,,,,13640528909|13640528911|13640528910
1487941371,residential,,yes,,13640549111|13644309352|13640549114|13640549110|13640549109
1487941372,residential,,yes,,13640549109|13640549112
1487941373,residential,,yes,,13640549108|13644309351|13640549113|13640549107|13640549109
1487949102,residential,,,,13640602470|13640602491|13640602471
1487949103,residential,,,,13640602472|13640602480|13640602490|13640602470|13640602473
1487949104,residential,,,,13640602474|13640602475|13640602476|13640602477|13640602470
1487949105,residential,,,,13640602478|13640602483|13640602480|13640602482|13640602479
1487949106,residential,,,,13640602481|13640602482
1487949107,residential,,,,13640602483|13640602484|13640602485|13640602486|13640602487|13640602488|13640602490|13640602489
1487962015,living_street,1st Road,,,245669058|9987404886
1487962016,residential,,,,13640625062|13640625063|245669058
1487962017,living_street,,,,245669058|13640625064|13640625065
1487962018,living_street,,,,13640625064|13640625066|13640625067
1487962141,service,,,,13640636276|13640636277|13640636278|13640636279|13640636280
1487962142,service,,,,13640636281|13640636282
1487962143,service,,,,13640636283|13640636284
1487962144,service,,,,13640636285|13640636286|13640636287|13640636288|13640636289|13640636290|13640636291|13640636292|13640636293|13640636294
1487962145,service,,,,13640636295|13640636296|13640636297|13640636298|13640636299|13640636300
1487962146,secondary_link,,,,1855295799|1960734956
1487966038,residential,,,,13640714632|13640714645|13640714634|13640714633
1487966039,residential,,,,13640714634|13640714635|13640714636|13640714637|13640714638|13640714642|13640714640|13640714639
1487966040,residential,,,,13640714640|13640714644|13640714641
1487966041,residential,,,,13640714642|13640714643|245674049
1487969328,residential,,,,13640743410|13640743431|13640743411|13640743412|13640743413|13640743414|13640743415|13640743416|13640743417|13640743418|13640743419|13640743420|13640743421|13640743422|13640743423|13640743424|13640743425|13640743426|13640743427|13640743428|13645359033|13640743429|13640743432|13640743430
1487969329,residential,,,,13640743429|13640743411
1487969858,residential,,,,13640742541|13640742548|13640742542
1487969859,residential,,,,13640742543|13640742544|13640742545|13640742547|13640742546
1487970701,residential,,,,13640690226|13640690235|13640690233|13640690227|13640690228|13640690229|13640690230|13640690231|13640690232|13640690234|13640690236|12072847628
1487970702,residential,,,,13640690233|13640690234
1487971277,residential,,,,13640760125|13640760135|13640760126|13640760133|13640760127|13640760128|13640760129|13640760130|13640760131
1487971278,residential,,,,13640760132|13640760133|13640760134
1487972590,residential,,,,13640758913|13640758917|13640758914|13640758915|13640758916
1487975950,service,,,,13640794640|13640794641|13640794642|13640794643|13640794644|13640794645|13640794646|13640794647|13640794648|13640794649|13640794650|13640794660|13640794651|13640794652|13640794637
1487975951,service,,,,13640794636|13640794654|13640794637|13640794638|13640794639|13640794655|13640794653
1487975952,service,,,,13640794653|13640794640
1487975953,service,,,,13640794637|13640794656|13640794657
1487975955,service,,,,13640794662|13640794661
1487975956,service,,,,13640794661|13640794660
1487975957,service,,,,13640794638|13640794662
1487977146,service,,,,13640803168|13640803186|13640803178|13640803169|13640803170|13640803171|13640803172|13640803189
1487977147,service,,,,13640803177|13640803178|13640803179|13640803180|13640803181|13640803182|13640803183|13640803184|13640803185|13640803173
1487977148,service,,,,13640803188|13640803177|13640803191|13640803187|13640803176
1487977149,service,,,,13640803190|13640803173|13640803174
1487977150,service,,,,13640803189|13640803190
1487977605,service,,,,13640806146|13640806145|13640806147|13640806144|13640806143|13640806142|13640806116|13640806141|13640806117|13640806118|13640806119|13640806120|13640806127|13640806130|13640806133|13640806121|13640806122|13640806123|13640806124|13640806125|13640806126
1487977606,service,,,,245668623|13640806129|13640806127
1487977607,service,,,,13640806120|13640806128
1487977608,service,,,,13640806130|13640806132|13640806131
1487977609,service,,,,13640806133|13640806134|13640806136
1487977611,service,,,,13640806137|13640806140|13640806126|13640806139
1487977612,service,,,,13640806139|13640806138
1487977613,service,,,,13640806138|13640806141
1487980526,service,,,,13640812357|13640812358|13629784977
1487980628,residential,,,,13640807735|13640807746|13640807744|13640807736|13640807737|13640807738|13640807739|13640807740|13640807741|13640807742|13640807745|13640807747|13640807743
1487980629,residential,,,,13640807744|13640807745
1487983006,residential,,,,13640833108|1651875576|1651875577|1651875578
1487984074,residential,,,,13640876135|13640876153|13640876136|13640876137|13640876138|13640876139|13640876140|13640876141|13640876142|13640876143|13640876144|13640876145|13640876146|13640876148|13640876149|13640876152|13640876150
1487984075,residential,,,,13640876149|13640876151
1487984815,residential,,,,13640874359|13640874382|13640874378|13640874361|13640874360
1487984816,residential,,,,13640874361|13640874362|13640874363|13640874364|13640874365|13640874366|13640874367|13640874368|13640874369|13640874370|13640874373|13640874383|13640874371
1487984817,residential,,,,13640874372|13640874373
1487984818,residential,,,,13640874374|13640874381|13640874375|13640874376|13640874377|13640874379
1487984819,residential,,,,13640874379|13640874380
1487984820,residential,,,,13640874380|13640874378
1487988144,residential,,,,13640889538|13640889539|13640889540|13640889541|13640889542|13640889543|13640889545|13640889544
1487989540,residential,,,,13640846771|13640846787|13640846788|13640846772|13640846773|13640846774|13640846783|13640846775|13640846776|13640846789
1487989541,residential,,,,13640846776|13640846790|13640846779|13640846780|13640846781|13640846782|13640846783
1487989542,residential,,,,13640846782|13640846784|13640846785|13640846786
1487989543,residential,,,,13640846788|13640846789
1487989544,residential,,,,13640846789|13640846777|13640846778
1487995779,residential,,,,13528927739|13528927740|13528927746|13528927741|13528927742|13640942473
1487999544,residential,,,,13640985801|13640985812|13640985803|13640985802
1487999545,residential,,,,13640985803|13640985807|13640985804|13640985805|13640985809|13640985806
1487999546,residential,,,,13640985807|13640985810|13640985808
1487999547,residential,,,,13640985807|13640985811
1488001698,residential,,,,13640993333|13640993340|13640993334|13640993335|13640993336|13640993337|13640993339|13640993338
1488001699,residential,,,,13640993341|13640993342
1488003107,residential,,,,13641016114|13641016115
1488003108,residential,,,,13641016116|13641016117
1488003279,residential,,,,13640973476|13640973477|13640973478|13640973479|13640973480|6490817832
1488003280,residential,,,,3803645610|11045883375|11045883378|11045883380|11045883382|13640973476
1488003281,residential,,,,6438351525|13640973488|13640973482|13640973483|13640973484|13640973485|13640973486|13640973487
1488003282,residential,,,,13640973489|13640973490|13640973491|13640973492|13640973493
1488003283,residential,,,,13640973494|13640973492
1488003284,residential,,,,6438351519|13640973495|13640973496|13640973497|13640973498|13640973500|3803645620|13640973499
1488003285,residential,,,,13640973500|13641019702|13641019701
1488003286,residential,,,,13641019702|13641019704|13641019703
1488003287,residential,,,,13641019706|11045883379|11045883376|6490817831
1488004920,residential,,,,13641030480|13641030479|13641030460|13641030461|13641030462|13641030463|13641030464|13641030465|13641030466|13641030478|13641030481
1488004921,residential,,,,13641030471|13641030477|13641030472|13641030473|13641030474
1488004922,residential,,,,13641030476|13641030477
1488004923,residential,,,,13641030459|13641030480
1488004924,residential,,,,13641030481|13641030467
1488004925,residential,,,,13641030474|13641030475
1488006175,residential,,,,13641007856|13641007888|13641007877|13641007878|13641007879|13641007880|13641007881|13641007882|13641007883|13641007884|13641007885|13641007886|13641007887|13641007888
1488006502,residential,,,,13641035211|13641035212|13641035213
1488006503,residential,,,,13641035212|13641035214
1488008037,residential,,,,13641062705|13641062720|13641062706
1488008038,residential,,,,622007293|13641062718|13641062710|13641062707
1488008039,residential,,,,13641062708|13641062719|13641062711|13641062709
1488008040,residential,,,,13641062710|13641062711
1488008041,residential,,,,13641062712|13641062714|13641062713
1488008042,residential,,,,13641062715|13641062717|13641062716
1488010566,residential,,,,13641058836|13641058840|13641058837|13641058838|13641058839
1488012341,residential,,,,13641089301|13641089302|13641089303|13641089304|13641089305|13641089306|13641089307|13641089308|13641089309|13641089310|13641089311
1488015424,residential,,,,13641059871|13641059872|13641059873|13641059874|13641059875|13641059876|7384245989
1488015425,residential,,,,13641059878|13641059890|13641059889|13641059879|13641059880|13641059881|13641059882|13641059883|13641059884|13641059885|13641059886|13641059887|13641059888|13641059889
1488015426,residential,,,,13641059891|13641059893|13641059892
1488015427,residential,,,,13641059894|13641115815|13641059896|13641115814|13641059895
1488015428,residential,,,,13641059896|13641059897|13641059898|13641059899|13641059900|13641115801|13641115802|13641115803|13641115804|13641059895|13641115806
1488015947,residential,,,,13641054974|13641054987|13641054975|13641054976|13641054986|13641054977|13641054978|13641054979|13641054980|13641054981|13641054982|13641054983|13641054984|13641054985|13641054975
1488017624,residential,,,,13641135034|13641135051|13641135035|13641135050|13641135036|13641135037|13641135038|13641135039|13641135040|13641135041|13641135042|13641135043|13641135044|13641135045|13641135046|13641135047|13641135048|13641135052|13641135049
1488017625,residential,,,,13641135046|13641135050
1488017626,residential,,,,13641135053|13641135055|13641135054
1488057910,service,,,,13641424049|13641424048|13641424047|13641424046|13641424045|13641424050|13641424044|13641424042|13641424053|13641424043
1488057911,service,,,,13641424050|13641424052|13641424051
1488057912,residential,,,,6428685033|13641424061|13641424057|13641424059|13641424054
1488057913,residential,,,,13641424055|13641424060|13641424056|13641424058|7007581756
1488057914,residential,,,,13641424056|13641424057
1488062525,residential,,,,13641459609|13641459629|13641459626|13641459610|13641459611|13641459612|13641459613
